nýtsluland;1993 Jan;1993 Feb;1993 Mar;1993 Apr;1993 Mai;1993 Jun;1993 Jul;1993 Aug;1993 Sep;1993 Okt;1993 Nov;1993 Des;1994 Jan;1994 Feb;1994 Mar;1994 Apr;1994 Mai;1994 Jun;1994 Jul;1994 Aug;1994 Sep;1994 Okt;1994 Nov;1994 Des;1995 Jan;1995 Feb;1995 Mar;1995 Apr;1995 Mai;1995 Jun;1995 Jul;1995 Aug;1995 Sep;1995 Okt;1995 Nov;1995 Des;1996 Jan;1996 Feb;1996 Mar;1996 Apr;1996 Mai;1996 Jun;1996 Jul;1996 Aug;1996 Sep;1996 Okt;1996 Nov;1996 Des;1997 Jan;1997 Feb;1997 Mar;1997 Apr;1997 Mai;1997 Jun;1997 Jul;1997 Aug;1997 Sep;1997 Okt;1997 Nov;1997 Des;1998 Jan;1998 Feb;1998 Mar;1998 Apr;1998 Mai;1998 Jun;1998 Jul;1998 Aug;1998 Sep;1998 Okt;1998 Nov;1998 Des;1999 Jan;1999 Feb;1999 Mar;1999 Apr;1999 Mai;1999 Jun;1999 Jul;1999 Aug;1999 Sep;1999 Okt;1999 Nov;1999 Des;2000 Jan;2000 Feb;2000 Mar;2000 Apr;2000 Mai;2000 Jun;2000 Jul;2000 Aug;2000 Sep;2000 Okt;2000 Nov;2000 Des;2001 Jan;2001 Feb;2001 Mar;2001 Apr;2001 Mai;2001 Jun;2001 Jul;2001 Aug;2001 Sep;2001 Okt;2001 Nov;2001 Des;2002 Jan;2002 Feb;2002 Mar;2002 Apr;2002 Mai;2002 Jun;2002 Jul;2002 Aug;2002 Sep;2002 Okt;2002 Nov;2002 Des;2003 Jan;2003 Feb;2003 Mar;2003 Apr;2003 Mai;2003 Jun;2003 Jul;2003 Aug;2003 Sep;2003 Okt;2003 Nov;2003 Des;2004 Jan;2004 Feb;2004 Mar;2004 Apr;2004 Mai;2004 Jun;2004 Jul;2004 Aug;2004 Sep;2004 Okt;2004 Nov;2004 Des;2005 Jan;2005 Feb;2005 Mar;2005 Apr;2005 Mai;2005 Jun;2005 Jul;2005 Aug;2005 Sep;2005 Okt;2005 Nov;2005 Des;2006 Jan;2006 Feb;2006 Mar;2006 Apr;2006 Mai;2006 Jun;2006 Jul;2006 Aug;2006 Sep;2006 Okt;2006 Nov;2006 Des;2007 Jan;2007 Feb;2007 Mar;2007 Apr;2007 Mai;2007 Jun;2007 Jul;2007 Aug;2007 Sep;2007 Okt;2007 Nov;2007 Des;2008 Jan;2008 Feb;2008 Mar;2008 Apr;2008 Mai;2008 Jun;2008 Jul;2008 Aug;2008 Sep;2008 Okt;2008 Nov;2008 Des;2009 Jan;2009 Feb;2009 Mar;2009 Apr;2009 Mai;2009 Jun;2009 Jul;2009 Aug;2009 Sep;2009 Okt;2009 Nov;2009 Des;2010 Jan;2010 Feb;2010 Mar;2010 Apr;2010 Mai;2010 Jun;2010 Jul;2010 Aug;2010 Sep;2010 Okt;2010 Nov;2010 Des;2011 Jan;2011 Feb;2011 Mar;2011 Apr;2011 Mai;2011 Jun;2011 Jul;2011 Aug;2011 Sep;2011 Okt;2011 Nov;2011 Des;2012 Jan;2012 Feb;2012 Mar;2012 Apr;2012 Mai;2012 Jun;2012 Jul;2012 Aug;2012 Sep;2012 Okt;2012 Nov;2012 Des;2013 Jan;2013 Feb;2013 Mar;2013 Apr;2013 Mai;2013 Jun;2013 Jul;2013 Aug;2013 Sep;2013 Okt;2013 Nov;2013 Des;2014 Jan;2014 Feb;2014 Mar;2014 Apr;2014 Mai;2014 Jun;2014 Jul;2014 Aug;2014 Sep;2014 Okt;2014 Nov;2014 Des;2015 Jan;2015 Feb;2015 Mar;2015 Apr;2015 Mai;2015 Jun;2015 Jul;2015 Aug;2015 Sep;2015 Okt;2015 Nov;2015 Des;2016 Jan;2016 Feb;2016 Mar;2016 Apr;2016 Mai;2016 Jun;2016 Jul;2016 Aug;2016 Sep;2016 Okt;2016 Nov;2016 Des;2017 Jan;2017 Feb;2017 Mar;2017 Apr;2017 Mai;2017 Jun;2017 Jul;2017 Aug;2017 Sep;2017 Okt;2017 Nov;2017 Des;2018 Jan;2018 Feb;2018 Mar;2018 Apr;2018 Mai;2018 Jun;2018 Jul;2018 Aug;2018 Sep;2018 Okt;2018 Nov;2018 Des;2019 Jan;2019 Feb;2019 Mar;2019 Apr;2019 Mai;2019 Jun;2019 Jul;2019 Aug;2019 Sep;2019 Okt;2019 Nov;2019 Des;2020 Jan;2020 Feb;2020 Mar;2020 Apr;2020 Mai;2020 Jun;2020 Jul;2020 Aug;2020 Sep;2020 Okt;2020 Nov;2020 Des;2021 Jan;2021 Feb;2021 Mar;2021 Apr;2021 Mai;2021 Jun;2021 Jul;2021 Aug;2021 Sep;2021 Okt;2021 Nov;2021 Des;2022 Jan;2022 Feb;2022 Mar;2022 Apr;2022 Mai;2022 Jun;2022 Jul;2022 Aug;2022 Sep;2022 Okt;2022 Nov;2022 Des;2023 Jan;2023 Feb;2023 Mar;2023 Apr;2023 Mai;2023 Jun;2023 Jul;2023 Aug;2023 Sep;2023 Okt;2023 Nov
Finnland;0;745.1;378.5;1127.8;815.2;397.4;1514.2;782.7;749.7;766.8;999.6;1124.5;3252.0;709.2;0;1014.5;647.5;3993.3;1499.4;4313.6;4680.3;1984.1;1587.4;1106.3;415.1;1168.1;1580.3;1650.5;1260.2;820.6;1252.8;402.9;2587.6;1113.4;1296.7;1208.8;1526.4;706.1;1754.6;1052.7;1052.7;1052.7;1052.7;1990.8;715.8;1071.0;1548.9;794.1;1553.3;1154.6;1182.4;1622.9;1130.2;1130.2;753.5;1130.2;776.7;776.7;1165.0;1553.3;1553.3;776.7;709.1;1304.1;1304.1;2296.4;511.2;1533.6;3024.0;1843.1;579.6;1159.2;1159.2;0;1008.5;1008.5;504.3;0;652.4;452.1;452.1;892.6;440.5;440.5;439.9;439.9;874.1;0;0;0;0.1;0;0;0;0;0;0;36.9;0.6;0;0;0.0;0;0;213.9;136.6;1057.9;853.3;1112.9;724.6;399.1;420.0;424.9;399.3;624.5;784.1;2388.6;1278.7;5099.8;1217.5;1210.2;1686.5;840.9;710.9;398.3;4733.1;833.6;1514.3;440.0;426.8;5915.8;6059.6;1159.4;1068.9;320.3;681.3;686.5;323.2;689.8;1600.4;1735.8;1016.8;698.7;6138.0;2288.8;1757.0;1809.1;1398.3;943.3;4386.3;0;2440.8;1032.1;1932.4;935.2;1969.6;954.8;1566.8;1085.2;1515.3;673.3;959.7;594.6;1158.8;12342.4;352.1;2915.5;2086.0;1491.8;2610.6;2873.5;879.3;2520.4;862.6;2207.1;1089.8;2837.9;189.7;1936.0;1076.7;840.5;1307.5;5387.6;3331.1;3640.4;2001.7;3720.0;2446.8;3242.9;2688.8;1800.9;2691.0;3346.1;4173.2;4018.0;3063.4;2839.0;3835.3;3547.4;2443.6;2413.4;4862.3;3570.8;2572.6;3571.4;4554.2;2775.3;3768.5;4265.5;2998.9;3906.4;1318.8;2569.6;3886.3;1762.7;584.1;297.6;0;305.3;0;301.6;0;318.1;0;0;304.4;0;0;0;230.8;0;0;0;0;253.5;0;0;0;0;0;276.9;233.1;0;260.8;0;0;231.7;0;257.6;0;216.4;0;205.1;0;0;0;208.2;0;0;212.9;0;0;219.1;19.6;0;0;396.2;1.6;218.9;0;0;0;228.3;25.8;0;236.3;0;0;236.3;0;233.7;0;259.6;0;0;255.7;0;255.8;0;234.5;483.2;0;264.4;0;0;0;236.3;0;0;184.1;0;198.3;2139.8;200.8;0;0;200.0;0;202.7;0;0;147.7;0;0;0;356.9;0;0;0;0;0;251.0;0;0;89.1;0;212.8;0;662.6;684.1;0;0;0;0;0;275.5;12.8;0;196.6;0;330.3;0;194.0;0;0;0;0;0;0;0;0;428.0;0;0;0;0;0;0;239.4;399.6;0;0;0.0;374.0;0;0;385.6;1944.0;2264.9;0;0
Fílabeinsstrondin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3618.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1376.2;0;0;0;0;0;0;0;0;5758.2;0;0;0;0;0;2227.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105.3;0;0;0;1318.9;0;0;0;1607.3;1913.6;0;0;0;0;0;0;0;0;2411.5;0;1391.1;0;0;0;0;662.4;0;0;0;0;0;0;0;0;0;0;0
Frakland;21671.4;19307.9;25345.8;24532.3;14871.7;15052.7;14634.6;16317.4;25689.3;18006.5;22419.5;21282.1;24227.8;14039.1;23714.0;16586.6;16550.4;15688.7;10256.8;13709.9;26405.3;22971.0;21954.5;27367.4;13747.1;12579.0;27469.0;15238.9;15505.7;10667.4;8114.7;4095.1;16083.0;18472.2;13364.4;12564.2;15975.8;20507.8;23348.8;14766.5;15383.3;8797.7;8045.9;10318.0;21249.8;18237.0;19957.6;20173.6;23383.4;18988.8;13118.0;11375.7;11477.4;10521.2;9254.5;14981.9;23144.5;27105.9;15764.2;16518.9;13377.9;21349.7;16793.8;18496.8;23718.3;18396.4;28376.6;20317.4;42242.3;27205.9;20589.2;19720.7;22605.8;23296.6;28883.8;22966.8;20043.5;23556.1;19711.3;23257.9;30144.6;41611.6;32465.9;29062.7;22821.1;26379.1;24282.4;17875.5;17467.0;19167.0;19318.9;23433.7;33782.0;30684.1;26177.1;39201.9;25746.2;32699.9;48848.0;32032.9;26466.7;44725.7;35316.7;38592.4;47291.0;39680.4;34833.5;18995.6;24212.6;23147.6;32805.7;21682.6;41450.2;21844.1;24340.7;26124.0;27633.2;32401.0;35375.7;25246.7;36206.2;34780.5;45727.4;38679.9;17799.3;25863.6;18894.3;31301.7;32771.0;31923.0;28198.8;25580.8;23485.2;24458.7;40194.7;28624.9;31200.7;22117.1;18147.1;19349.1;29078.0;27455.0;24374.4;16807.2;19255.0;20880.1;31175.4;30782.3;20832.9;20345.5;23723.4;10323.0;34818.1;25278.1;32860.8;24323.4;32100.7;26671.5;47820.7;26775.7;25380.0;39343.3;21994.0;16486.1;40280.8;41281.1;37244.0;28164.9;40360.9;42405.4;31686.0;23485.7;19315.8;32380.9;20296.1;14393.3;21174.8;17464.2;19662.3;16856.4;12285.7;19970.6;35076.3;27035.7;39414.5;34518.8;30079.3;25750.4;32857.0;31711.5;32754.6;25705.3;33353.0;41629.5;45860.8;40200.0;32848.1;36790.5;34865.6;21450.4;41823.3;37295.0;34785.4;39811.6;29568.5;34381.1;53527.0;33920.1;34646.9;38264.4;30245.1;20751.1;38878.0;34436.0;33406.1;32610.6;20547.0;25744.3;51372.7;30909.5;29256.8;29964.0;28368.6;13682.8;28559.9;18381.6;22333.4;20181.8;26123.9;40653.0;51983.8;24987.0;45370.2;32327.1;32405.4;37148.4;26778.7;21546.2;31162.7;27020.1;19416.8;28308.7;31931.5;35258.2;26619.7;26886.9;24133.1;19651.1;18982.2;27445.7;35840.8;21690.3;32879.0;24321.4;33646.0;35123.8;26350.9;23785.7;19616.1;12793.5;20032.1;18683.1;31606.3;9910.5;21380.8;26122.4;21730.0;19313.8;14825.5;17098.0;15906.1;23055.3;21471.1;26090.4;30102.7;29705.8;29300.4;26500.1;32475.5;39163.3;28731.4;26613.7;17444.9;21484.1;25508.6;49720.0;29615.9;42161.9;32650.2;25196.8;26255.5;16951.1;14250.0;17075.0;11782.0;12688.4;31298.3;28754.2;18612.3;14177.4;16235.4;18889.6;21402.5;15761.1;15398.1;12422.6;9176.1;10253.4;18467.6;38425.7;36899.1;23031.8;40536.7;21497.7;25088.2;17750.6;22341.6;10749.8;17455.0;11278.8;17949.9;22311.6;21114.3;19921.1;16903.6;28018.2;25132.9;26831.3;31518.7;27122.3;30471.6;18746.4;25773.6;21158.2;23321.1;26519.8;24130.4;36783.0;33170.1;34859.8;26408.9;20126.7;21680.4;23398.0;39674.3;42755.5;91829.5;31804.1;22671.5;25617.8;38219.9;49773.0;35935.4;31714.3;21334.1;24276.5;52606.7;45872.7;55243.7;57712.1;55226.7;46276.6;48309.7;37681.9;40165.2;31196.9;33321.3;29396.2;43458.5;50279.7;53353.7
Gabon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1716.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236.2;236.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378.9;309.5;0;317.2;0;0;0;0;0;0;0;0;0;286.4;242.9;0;0
Gambia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;707.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gana;0;0;0;0;0;0;0;20.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5600.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98.9;0;0;0;0;0;0;0;5.5;0;0;0;0;0;0;89.4;0;4324.7;25582.2;128.0;0;0;0;0;0;0;0;0;26456.3;0;69.2;0;0;0;0;0;0;0;0;7912.7;0;0;224.2;1091.3;0;0;0;0;0;3085.0;0;0;0;0;161.6;19615.2;0;0;0;821.8;906.4;0;0;0;0;0;6392.6;5679.3;0;0;0;0;0;0;0;0;0;2264.5;3884.7;0;0;0;0;0;2527.0;0;691.9;2169.2;2813.3;500.0;4247.8;0;0;451.5;252.6;1385.5;0;0;0;0;0;0;279.1;1875.9;5291.5;0;1983.0;3221.0;0;0;1095.3;0;1981.0;6330.1;21111.1;2657.0;4281.0;5075.0;0;0;3220.5;0;0;570.2;26991.8;3150.3;421.5;0;0;0;0;326.3;0;0;2189.8;724.0;24521.9;2932.2;0;0;0;3601.3;3899.7;2617.8;2141.1;0;3480.5;0;0;1384.5;2358.2;1336.3;100.5
Georgia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1006.2;0;0;0;0;0;0;0;0;0;883.7;0;0;531.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1087.2;0;0;0;0;772.3;645.4;1273.7;0;0;0;0;0;0;377.5;0;137.7;0;0;0;0;0;0;786.6;0;279.7;1017.7;0;0;0;285.7;490.7;280.4;0;344.9;0;0;0;0;1263.9;0;860.6;0;0;669.8;0;0;2868.2;850.7;493.7;0;283.7;0;888.4;0;0;99.5;0;0;1348.0;0;0;602.6;0;0;1232.9;0;0;246.6;0;517.0;215.0;116.1;148.9;119.1;0;109.0;0;0;0;0;267.9;245.0;1134.9;0;511.4;2091.0;217.3;0;0;0;229.2;0;0;0;1267.7;1569.2;0;208.0;0;191.0;384.2;564.9;0;0;0;0;0;0;0
Gibraltar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;962.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1193.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1119.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;604.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162.0;32.7;0;0;0;0;2036.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1766.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177.5;0;0;0;0;0;0;0;85.9;0;0;0;1096.4;160.8;0;291.2;351.2;0;0;0;0;0;0;0;0;0;88.6;0;0;0;0;0;0;0;0;0;0;0;0;0;365.3;0;0;0;107.2;0;617.1;0;427.4;791.2;0;0;0;0;0;197.7;245.9;0;0;0;134.2;175.3;0;0
Grikkaland;2778.0;479.4;2358.9;630.2;0;0;83.8;438.1;890.0;2290.9;606.1;0;0;557.1;2716.9;381.6;0;0;346.6;422.5;2973.7;1829.9;1882.5;825.8;1261.8;1953.0;358.1;758.4;397.1;0;0;0;1042.3;0;0;0;0;0;35.5;0;0;0;346.9;0;0;130.8;36.0;53.1;0;241.9;0;293.4;484.4;0;456.2;0;0;468.5;654.0;34.6;1731.4;496.2;827.6;596.0;544.4;601.7;264.7;388.3;0;562.4;523.1;0;421.7;172.3;164.5;0;786.1;303.5;339.1;1373.2;1079.9;709.8;0;871.9;928.9;384.7;152.9;568.0;696.7;0;1699.2;419.6;1059.1;0;753.7;1194.8;1130.8;1821.3;496.8;614.7;780.2;1310.8;839.5;2063.0;2387.6;1120.4;813.2;0;1074.2;2020.0;3761.6;1592.4;689.2;1453.0;1152.4;728.0;2674.8;2085.5;961.0;281.8;712.1;1298.8;1468.3;565.4;1158.5;476.2;591.2;286.2;0;840.2;341.1;0;9.0;834.2;0;0;912.5;0;321.8;10679.8;9995.4;1108.8;736.0;703.7;457.5;988.1;162.4;11461.2;12261.4;10637.7;125.3;249.7;10367.6;6063.8;0;312.1;68.0;9658.8;25453.5;0;0;0.0;12992.0;1090.2;3082.1;482.9;0;0;0;11113.4;0;1093.2;19864.1;553.9;14268.9;250.5;0;570.4;1551.5;1449.0;980.9;17239.8;1024.1;0;32235.8;229.6;226.2;18146.7;619.9;782.7;341.8;959.6;0;876.3;467.9;1150.7;1296.8;1387.2;462.9;272.6;2123.4;554.0;716.7;518.8;0;501.9;20445.0;446.7;379.0;373.0;204.4;0;34066.0;0;148.6;106.6;0;859.8;219.4;0;0;0;277.0;0;0;107.4;28.2;17605.4;43.4;413.6;2007.0;24996.5;677.4;0;740.1;178.9;274.6;335.3;264.7;120.6;876.4;662.0;0;25617.2;632.5;0;26.2;79.7;0;0;140.2;218.8;103.5;12330.7;830.6;87.5;0;0;232.8;0;598.2;1483.9;0;0;175.6;1222.7;781.5;605.4;0;722.3;732.3;125.4;0;185.4;176.3;406.3;918.3;58.1;660.0;1855.8;0;1204.6;724.0;444.4;128.2;205.8;147.7;0;2607.8;1619.3;0;26917.1;644.6;0;1114.4;0;283.5;338.2;0;1477.3;2384.7;773.2;804.1;29962.1;0;0;0;0;0;170.7;0;427.6;131.7;578.1;167.6;0;0;0;0;0;1020.1;431.5;0;0;161.9;3141.0;1918.9;0;0;0;0;0;978.3;680.5;2455.2;1419.8;1813.0;3283.9;532.1;497.1;1079.0;546.2;0;697.6;1243.6;813.1;1525.4;0;3478.3;2267.1;114.3;0;0;0;327.7;136.9;0;939.5;442.8;0;2997.6;5984.4;1614.0;99.2;0;372.3;759.9;0;2025.4;353.5;1847.1
Grønland;0;52.5;73.4;0;0;9.4;0;0;0;63.1;9.7;2685.0;0;0;426.4;669.0;804.4;371.1;613.8;486.2;573.9;865.9;292.5;120.8;125.5;19.9;464.0;491.3;26.0;506.6;211.0;54.4;448.2;1090.9;630.9;639.5;0;352.6;1305.0;80.9;629.2;829.4;350.2;4200.0;0;909.1;633.3;64.3;80.0;9.0;46.9;217.2;82.7;3.2;705.4;41.7;127.0;20.5;0;0;31.4;49.8;1841.9;36.4;28307.6;4790.2;890.6;455.1;2001.3;16534.1;125.6;414.6;58.1;360.8;1762.2;16579.3;5106.9;76.4;62.6;884.5;561.6;270.9;106.1;697.2;148185.5;1640.1;545.1;237.7;3469.7;1723.5;5777.4;46.5;5027.6;1956.5;429.0;5895.2;391.5;127.6;0;40125.9;54.5;8322.7;832.6;200.3;4603.1;57.4;79.4;3221.1;1361.0;946.1;592.8;123.6;369.9;219.2;204.3;78.4;2.3;121.3;55025.6;9.0;15.0;0;27.9;37.9;6.4;62.3;0;129.9;94.7;90.8;22.0;4.0;552.7;166.5;2455.7;100.0;686.1;317.6;910.5;214.3;801.6;131.4;230.1;331.9;861.1;1073.0;1267.1;247.4;2764.1;334.0;1146.5;2416.5;1111.0;180.3;14.7;0;1395.7;1639.4;7645.4;579.6;4004.2;1984.7;2354.6;1900.3;233.9;1936.9;978.0;1920.2;640.9;1956.4;236.6;1935.8;4771.3;62289.2;1043.7;1801.1;2726.7;1791.9;735.4;14528.4;296.5;775.8;4600.2;1230.0;2135.0;1934.5;2092.7;4474.6;588.6;345.2;2307.8;12941.6;1566.7;236.1;3214.2;1883.1;1156.2;3643.7;663.1;2024.8;426.8;491.7;3162.4;1325.1;498.2;860.0;3533.5;4895.0;2848.8;911.2;2073.5;3822.6;306.4;0;2897.6;803.4;1253.7;1064.2;7127.4;1927.9;4290.7;1389.3;3072.0;3854.6;1604.8;2269.4;946.0;1928.0;1696.4;3041.1;2282.1;5590.3;2053.5;3604.4;5874.3;6170.8;1887.0;933.6;2121.8;1876.5;3263.0;1000.0;5022.3;3809.5;2939.6;4549.0;1162.6;2448.5;1389.6;2776.8;5275.2;1626.8;2269.8;2864.1;1393.7;3190.8;5278.7;9009.1;3863.2;4123.5;2556.8;1210.2;2518.6;1544.0;606.9;1274.3;3757.2;3226.2;1401.2;10737.2;4337.2;2957.8;1562.5;1048.9;2800.2;2089.8;1192.4;2568.7;1830.2;2683.2;2428.1;9473.3;2459.3;4190.4;2351.2;2942.6;550.7;2536.3;11112.1;1264.4;4605.9;3670.5;2075.5;14706.8;3449.9;5983.1;1149.1;1497.2;1810.9;6751.2;1448.2;5017.6;1226.5;3482.7;1349.0;10963.3;1448.2;3039.8;13569.8;3282.4;2521.7;9483.4;470.8;1500.9;11273.0;10286.2;2411.1;3903.8;148.0;13036.9;13740.5;3610.8;2165.0;1338.3;125816.8;4736.7;47.8;1868.5;4177.6;2022.5;8686.3;30205.2;2720.7;7489.3;2553.8;4070.9;2572.5;1357.3;5352.4;4107.7;2505.4;14675.6;6161.3;14883.5;13428.1;5919.4;3602.5;10058.0;6835.3;1930.9;2046.7;12550.5;3463.0;13024.6;23600.6;24873.7;18283.3;818.1;8662.8;5040.5;11807.9;6168.6;11367.6;6764.7;6745.8;14162.5;19097.1;17589.4;14255.9;6549.3;8540.4
